Data,NEBARSOA29005
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,1.0
2020-05-14,2.0
2020-05-15,0.0
2020-05-16,2.0
2020-05-17,0.0
2020-05-18,0.0
2020-05-19,2.0
2020-05-20,2.0
2020-05-21,2.0
2020-05-22,2.0
2020-05-23,2.0
2020-05-24,2.0
2020-05-25,2.0
2020-05-26,2.0
2020-05-27,2.0
2020-05-28,2.0
2020-05-29,3.0
2020-05-30,3.0
2020-05-31,3.0
2020-06-01,3.0
2020-06-02,3.0
2020-06-03,3.0
2020-06-04,3.0
2020-06-05,3.0
2020-06-06,3.0
2020-06-07,3.0
2020-06-08,3.0
2020-06-09,3.0
2020-06-10,3.0
2020-06-11,3.0
2020-06-12,3.0
2020-06-13,3.0
2020-06-14,3.0
2020-06-15,3.0
2020-06-16,3.0
2020-06-17,4.0
2020-06-18,4.0
2020-06-19,4.0
2020-06-20,6.0
2020-06-21,6.0
2020-06-22,6.0
2020-06-23,6.0
2020-06-24,6.0
2020-06-25,6.0
2020-06-26,6.0
2020-06-27,8.0
2020-06-28,8.0
2020-06-29,8.0
2020-06-30,9.0
2020-07-01,9.0
2020-07-02,9.0
2020-07-03,10.0
2020-07-04,10.0
2020-07-05,11.0
2020-07-06,11.0
2020-07-07,11.0
2020-07-08,13.0
2020-07-09,13.0
2020-07-10,14.0
2020-07-11,14.0
2020-07-12,15.0
2020-07-13,15.0
2020-07-14,16.0
2020-07-15,18.0
2020-07-16,19.0
2020-07-17,19.0
2020-07-18,21.0
2020-07-19,21.0
2020-07-20,21.0
